Date,Day,Event,Location,Address,County,City,Region,LAT,LON
12/8/2021,Wednesday,Manhattan Chamber of Commerce Annual Meeting,,"48 Wall Street, New York, NY",New York,New York,New York City,40.706371,-74.009196
12/9/2021,Thursday,COVID-19 Briefing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
12/10/2021,Friday,Family Homeless and Eviction Protection Supplement Bill Signing Event ,Lincoln Square Neighborhood Center,"250 West 65th Street, New York, NY",New York,New York,New York City,40.7749341,-73.9871901
12/12/2021,Sunday,Mount Nehboh Baptist Church Services,Mount Nehboh Baptist Church,"1883 Adam Clayton Powell Jr. Boulevard, Harlem, NY",New York,New York,New York City,40.8020294,-73.9532706
12/12/2021,Sunday,Storm Damage Tour,South Shore,"Hamburg, NY",Erie,Hamburg,Western New York,42.716293,-78.828717
12/13/2021,Monday,Terminal One John F. Kennedy Airport Announcement,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
12/13/2021,Monday,Spain-US Chamber of Commerce Annual Gala,The Metropolitan Club,"1 E 60th St, New York, NY 10022",New York,New York,New York City,40.764909,-73.972358
12/14/2021,Tuesday,COVID-19 Briefing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
12/14/2021,Tuesday,Brooklyn Chamber of Commerce Annual Meeting and Winter Gala,El Caribe Country Club,"5945 Strickland Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.6090537,-73.9153686
12/15/2021,Wednesday,John F. Kennedy International Airport Terminal 4 Groundbreaking,John F. Kennedy International Airport ," S Service Rd,
Jamaica, NY 11430",Queens,Queens,New York City,40.655246,-73.797769
12/15/2021,Wednesday,11th Annual Minority- and Women-Owned Business Enterprises Forum,Albany Capital Center ,"55 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.650131,-73.7564044
12/18/2021,Saturday,COVID-19 Mass Vaccination Site Visit,Crossgates Mall,"1 Crossgates Mall Road, Guilderland, NY",Albany,Guilderland,Capital Region,42.6883406,-73.8486567
12/20/2021,Monday,COVID-19 Vaccination Site Visit,Wyoming County Community Health System,"400 N Main Street, Warsaw, NY",Wyoming,Warsaw,Finger Lakes,42.7544057,-78.1304422
12/20/2021,Monday, Wayne County Small Business Stop,Baldwin Richardson Foods Co,"4949 NY-104, Williamson, NY",Wayne,Williamson,Finger Lakes,43.236174,-77.1465982
12/20/2021,Monday,COVID-19 Vaccination Site Visit,Former Davis College,"400 Riverside Drive, Johnson City, NY",Broome,Johnson City,Southern Tier,42.1015563,-75.9617988
12/20/2021,Monday,COVID-19 Briefing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
12/22/2021,Wednesday,COVID-19 Briefing and Healthcare Workers Greeting ,Erie County Medical Center Hospital,"426 Grider Street, Buffalo, NY",Erie,Buffalo,Western New York,42.9257562,-78.8292571
12/24/2021,Friday,COVID-19 Briefing,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
12/25/2021,Saturday,Christmas Mass Services,The Cathedral of the Immaculate Conception,"125 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.647664,-73.7599109
12/27/2021,Monday,COVID-19 Briefing,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
12/28/2021,Tuesday,COVID-19 Briefing with Mayor Bill De Blasio and Mayor Elect Eric Adams,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
12/29/2021,Wednesday,Visit with Jefferson County Healthcare Workers,Samaritan Hospital,"830 Washington Street,  Watertown, NY",Jefferson,Watertown,North Country,43.9651595,-75.9146063
12/29/2021,Wednesday,Visit with St. Lawrence County Healthcare Workers,St. Lawrence Health Administrative Building,"50 Leroy Street, Potsdam, NY",St. Lawrence,Potsdam,North Country,44.6773243,-74.9828213
12/29/2021,Wednesday,COVID-19 Briefing,Clinton Community College,"120 Clinton Point Drive, Plattsburgh, NY",Clinton,Plattsburgh,North Country,44.646709,-73.4409587
12/31/2021,Friday,COVID-19 Briefing,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
1/3/2022,Monday,COVID-19 Briefing,Rochester Educational Opportunity Center,"161 Chestnut Street, Rochester, NY",Monroe,Rochester,Finger Lakes,43.1534281,-77.6033409
1/5/2022,Wednesday,2022 State of the State Address,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
1/6/2022,Thursday,Public Safety Announcement with New York City Mayor Eric Adams,The Fulton Center,"200 Broadway, New York, NY",New York,New York,New York City,40.7104439,-74.0089465
1/7/2022,Friday,COVID-19 Briefing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
1/9/2022,Sunday,Press Conference with Mayor Eric Adams to Provide Update on Apartment Fire in the Bronx ,,"333 East 181st Street, Bronx, NY",Bronx,Bronx,New York City,40.8538676,-73.8980452
1/11/2022,Tuesday,COVID-19 Briefing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
1/12/2022,Wednesday,New York Bight Offshore Wind Announcement,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
1/13/2022,Thursday,The Milken Institute’s 2022 Public Finance Forum,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
1/14/2022,Friday,Clean Energy Announcement with United States Secretary of Energy Jennifer Granholm,Port of Albany,"101 Boat Street, Albany, NY",Albany,Albany,Capital Region,42.6274928,-73.7568936
1/14/2022,Friday,COVID-19 Briefing,"RNA Institute, University of Albany","1400 Washington Avenue, Albany, NY",Albany,Albany,Capital Region,42.6840271,-73.8258773
1/16/2022,Sunday,Storm Briefing,DOT Shop,"695 Watervliet Shaker Road, Latham, NY",Albany,Latham,Capital Region,42.7386544,-73.7812239
1/17/2022,Monday,"Brooklyn Academy of Music 36th Annual Brooklyn Tribute to Dr. Martin Luther King, Jr.",Brooklyn Academy of Music,"30 Lafayette Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.6864218,-73.9778486
1/17/2022,Monday,Dr. Martin Luther King Day of Service Food Distribution,Trinity Lower East Side Lutheran Parish,"602 East 9th Street, New York, NY",New York,New York,New York City,40.7260202,-73.9801228
1/17/2022,Monday,National Action Network’s Annual Dr. Martin Luther King Jr. Day Public  Policy Forum ,National Action Network House of Justice,"106 West 145th Street, New York, NY",New York,New York,New York City,40.8204921,-73.936579
1/18/2022,Tuesday,Executive Budget Address ,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
1/20/2022,Thursday,Interborough Express Announcement,Brooklyn Army Terminal Annex,"80 58th Street, Brooklyn, NY",Kings,Brooklyn,New York City,40.6461357,-74.0245334
1/21/2022,Friday,Long Island Association State of the Region Breakfast,Crest Hollow Country Club,"8325 Jericho Turnpike, Woodbury, NY",Nassau,Woodbury,Long Island,40.8181306,-73.4653134
1/21/2022,Friday,COVID-19 Briefing,Brookhaven National Lab ,"98 Rochester Street, Upton, NY",Suffolk,Upton,Long Island,40.8644576,-72.8799235
1/22/2022,Saturday,Kensington Expressway Announcement,Buffalo Museum of Science,"1020 Humboldt Parkway, Buffalo, NY",Erie,Buffalo,Western New York,42.9079817,-78.8430212
1/24/2022,Monday,Semiconductor Manufacturing Event ,Albany Nanotech Complex,"257 Fuller Road, Albany, NY",Albany,Albany,Capital Region,42.6920869,-73.8318436
1/25/2022,Tuesday,COVID-19 Briefing,"Expo Center, New York State Fairgrounds","581 State Fair Boulevard, Syracuse, NY",Onondaga,Syracuse,Central New York,43.060567,-76.1859626
1/26/2022,Wednesday,First Meeting of the Interstate Task Force on Illegal Guns ,New York State Intelligence Center,"31 Tech Valley Drive, East Greenbush, NY",Rensselaer,East Greenbush,Capital Region,42.6283692,-73.6952683
1/27/2022,Thursday,LaGuardia Terminal B “Pedestrian Skybridge” Opening,"Terminal B, LaGuardia Airport","Grand Central Pkwy, East Elmhurst, NY 11369",Queens,Queens,New York City,40.7690427,-73.8662219
1/28/2022,Friday,Funeral Services for NYPD Detective Jason Rivera,St Patrick’s Cathedral,"50th St. and 5th Ave, New York, NY",New York,New York,New York City,40.762966,-73.973968
1/28/2022,Friday,COVID-19 Briefing and Storm Update Press Conference,DOT Melville Facility,"1400 Walt Whitman Road, Melville, NY",Suffolk,Melville,Long Island,40.782092,-73.423692
1/29/2022,Saturday,Storm Briefing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
2/1/2022,Tuesday,COVID-19 Briefing ,North Central Bronx Hospital,"3424 Kossuth Avenue, Bronx, NY",Bronx,Bronx,New York City,40.8803581,-73.8813965
2/1/2022,Tuesday,World Central Kitchen Meal Service for Victims of Bronx Apartment Fire,Alden Hotel,"2008 Webster Avenue, Bronx, NY",Bronx,Bronx,New York City,40.8503386,-73.8991491
2/2/2022,Wednesday,Funeral Services for NYPD Officer Wilbert Mora,St Patrick’s Cathedral,"50th St. and 5th Ave, New York, NY",New York,New York,New York City,40.762966,-73.973968
2/2/2022,Wednesday,Deliver Welcoming Remarks at Performance of “Company” ,Bernard B. Jacobs Theatre,"242 West 45th Street, New York, NY",New York,New York,New York City,40.7586082,-73.9877405
2/3/2022,Thursday,Citizens Budget Commission Breakfast ,New York Athletic Club,"180 Central Park South, New York, NY",New York,New York,New York City,40.7663613,-73.9790106
2/3/2022,Thursday,Discussion about Community Violence Intervention Programs with President Joe Biden ,P.S. 111 Jacob Blackwell,"37-15 13th Street, Queens, NY",Queens,Queens,New York City,40.7585995,-73.9393734
2/4/2022,Friday,Storm Briefing,Exit 19 Thruway Authority-Maintenance Garage,"50 NYS Route 2, Kingston, NY",Ulster,Kingston,Mid-Hudson,41.928088,-73.982346
2/5/2022,Saturday,Participate in the Flushing Lunar New Year Parade ,NYPD 109th Precinct,"37-05 Union Street, Flushing, NY",Queens,Queens,New York City,40.7623522,-73.8270204
2/5/2022,Saturday, Korean American Association of Greater New York Lunar New Year Food Giveaway,,"Barton Avenue and 149th Place, Murray Hill, NY",New York,New York,New York City,40.714383,-74.010128
2/7/2022,Monday,Storm Damage Tour,Rosendale Recreation Center,"1055 Route 32, Rosendale, NY",Ulster,Rosendale,Mid-Hudson,41.868196,-74.059447
2/7/2022,Monday,Visit Ulster County Warming Center,Andy Murphy III Midtown Neighborhood Center,"467 Broadway, Kingston, NY",Ulster,Kingston,Mid-Hudson,41.9272523,-73.9988798
2/7/2022,Monday,Storm Damage Briefing,Ulster County Sheriff’s Office,"380 Boulevard, Kingston, NY",Ulster,Kingston,Mid-Hudson,41.9124785,-74.0154331
2/9/2022,Wednesday,COVID-19 Briefing,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
2/10/2022,Thursday,Cornell University Institute of Politics Moderated Conversation with Representative Steve Israel,"Cornell University, NYC","570 Lexington Avenue, New York, NY",New York,New York,New York City,40.7570841,-73.9724543
2/10/2022,Thursday,Greets Cast Members at “The Music Man” Opening Night Performance,Winter Garden Theater,"Winter Garden Theatre, 1634 Broadway, New York, NY 10019, United States of America",New York,New York,New York City,40.7616856,-73.9835045
2/10/2022,Thursday,Post-Show Dinner for “The Music Man”,The Appel Room,"10 Columbus Circle, New York, NY",New York,New York,New York City,40.7685685,-73.9824278
2/11/2022,Friday,South Fork Wind Project Groundbreaking,,"75 Industrial Road, Wainscott, NY",Suffolk,Wainscott,Long Island,41.043984,-71.955873
2/11/2022,Friday,Proenza Schouler New York Fashion Week Show,The Brant Foundation,"421 East 6th Street, New York, NY",New York,New York,New York City,40.726068,-73.9851191
2/12/2022,Saturday,Interagency Command Center Visit ,Thruway Authority ,"455 Cayuga #800, Cheektowaga, NY",Erie,Cheektowaga,Western New York,42.9424767,-78.7437515
2/13/2022,Sunday,True Bethel Baptist Church Services,True Bethel Baptist Church,"907 East Ferry Street, Buffalo, NY",Erie,Buffalo,Western New York,42.9138536,-78.8300714
2/14/2022,Monday,Bill Signing Ceremony Creating the Office of the Chief Disability Officer,Independent Living Center of the Hudson Valley,"15-17 3rd Street, Troy, NY",Rensselaer,Troy,Capital Region,42.7236072,-73.6919464
2/15/2022,Tuesday,Post Cabinet Meeting Press Conference ,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
2/18/2022,Friday,Subway Announcement with Mayor Eric Adams,Fulton Street Station,"Fulton Street, New York, NY",New York,New York,New York City,40.706956,-74.003715
2/18/2022,Friday,Deliver Opening Remarks at “Six” on Broadway,Deliver Opening Remarks at “Six” on Broadway,"256 West 47th Street, New York, NY",New York,New York,New York City,40.7599753,-73.9869664
2/20/2022,Sunday,Flower Laying for Christina Yuna Lee,,"111 Chrystie Street, New York, NY",New York,New York,New York City,40.7185542,-73.9939777
2/20/2022,Sunday,Chinatown Lunar New Year Parade,,"Hester Street & Mott Street New York, NY",New York,New York,New York City,40.714994,-73.998865
2/20/2022,Sunday,Deliver Remarks at the Chazaq Organization Community Appreciation Dinner ,Simcha Palace,"73-27 Main Street, Kew Gardens Hills, NY",Queens,Queens,New York City,40.754655,-73.957535
2/22/2022,Tuesday,Deliver Remarks for the New York State Association of Towns 2022 Annual Meeting and Training ,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
2/22/2022,Tuesday,Cybersecurity Partnership Announcement,Cybersecurity Partnership Announcement,"11 MetroTech Center Brooklyn, New York",Kings,Brooklyn,New York City,40.694303,-73.985245
2/22/2022,Tuesday,China General Chamber of Commerce 2022 Lunar New Year of the Tiger Reception,Cipriani,"110 East 42nd Street, New York, NY",New York,New York,New York City,40.7514708,-73.9772364
2/23/2022,Wednesday,Black History Month Announcement,Newburgh Heritage Center,"123 Grand Street, Newburgh, NY",Orange,Newburgh,Mid-Hudson,41.5037006,-74.0102563
2/24/2022,Thursday,Storm Briefing,Department of Transportation,"1 Dana Road, Valhalla, NY",Westchester,Valhalla,Mid-Hudson,41.081279,-73.818474
2/24/2022,Thursday,CDFI Roundtable Discussion,SoBro,"555 Bergen Avenue, Bronx, NY",Bronx,Bronx,New York City,40.8159504,-73.9165115
2/24/2022,Thursday,The Korean American Association of Greater New York’s Korean American Day Celebration, Ziegfeld Ballroom,"141 West 54th Street, New York, NY",New York,New York,New York City,40.7630368,-73.9798333
2/27/2022,Sunday,COVID-19 Briefing,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
2/28/2022,Monday,NYSEDC Economic Development Council Breakfast,Albany Capital Center,"55 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.650131,-73.7564044
2/28/2022,Monday,Kingston “Sojourner Truth” State Park Name Dedication Ceremony,Sojourner Truth State Park,"100 Sojourner Truth Way, Kingston, NY",Ulster,Kingston,Mid-Hudson,43.079352,-76.000922
3/1/2022,Tuesday,Economic Development Announcement ,Taystee Lab Building,"460 West 126th Street, New York, NY",New York,New York,New York City,40.8133988,-73.9553485
3/2/2022,Wednesday,SLA Announcement,Therapy Wine Bar 2.0,"260 Malcolm X Boulevard, Brooklyn, NY",Kings,Brooklyn,New York City,40.6842838,-73.9294661
3/2/2022,Wednesday,Visit Small Businesses with New York City Council Member Crystal Hudson,,"Vanderbilt Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.6819945,-73.9676235
3/2/2022,Wednesday,St. George Ukrainian Catholic Church Services,St. George Ukrainian Catholic Church,"30 East 7th Street, New York, NY",New York,New York,New York City,40.6519956,-73.975083
3/2/2022,Wednesday,Meeting at Veselka in Demonstration of New York’s Support of Ukraine,Veselka Restaurant,"144 2nd Avenue, New York, NY",New York,New York,New York City,40.7289775,-73.9869985
3/4/2022,Friday,Affordable Housing Announcement ,,"321 Olympic Avenue, Buffalo, NY",Erie,Buffalo,Western New York,42.9319954,-78.8178665
3/4/2022,Friday,Brendan Fahy Bequette Wake Services,St. Vincent de Paul,"900 Madison Avenue, Albany, NY",Albany,Albany,Capital Region,42.6615521,-73.7842274
